iter	Passed	Remaining
278	460	3665
279	461	3660
280	462	3655
281	465	3659
282	466	3654
283	467	3650
284	468	3641
285	469	3637
286	471	3633
287	471	3623
288	472	3618
289	474	3617
290	475	3612
291	477	3608
292	477	3599
293	479	3594
294	480	3590
295	481	3581
296	483	3586
297	484	3582
298	486	3577
299	486	3571
300	487	3563
301	489	3559
302	490	3555
303	491	3550
304	493	3548
305	493	3541
306	495	3537
307	496	3533
308	497	3526
309	498	3522
310	505	3556
311	506	3552
312	508	3551
313	509	3548
314	511	3548
315	512	3544
316	514	3539
317	515	3535
318	515	3527
319	517	3523
320	519	3528
321	521	3524
322	522	3520
323	523	3516
324	524	3511
325	527	3515
326	528	3512
327	530	3511
328	531	3505
329	532	3501
330	533	3497
331	534	3489
332	535	3486
333	536	3477
334	538	3482
335	540	3478
336	541	3474
337	542	3470
338	543	3464
339	544	3462
340	546	3459
341	548	3460
342	549	3456
343	550	3452
344	552	3448
345	553	3444
346	554	3440
347	556	3443
348	558	3439
349	559	3436
350	560	3432
351	561	3428
352	563	3424
353	563	3417
354	565	3413
355	566	3413
356	568	3409
357	569	3406
358	570	3403
359	572	3400
360	573	3396
361	575	3400
362	577	3397
363	578	3394
364	579	3388
365	580	3384
366	581	3381
367	583	3377
368	583	3370
369	585	3369
370	586	3366
371	587	3362
372	589	3359
373	590	3356
374	591	3354
375	592	3349
376	593	3342
377	594	3339
378	596	3337
379	597	3333
380	598	3330
381	600	3328
382	601	3325
383	603	3325
384	604	3322
385	606	3319
386	607	3316
387	608	3313
388	611	3317
389	612	3314
390	613	3311
391	614	3305
392	615	3301
393	617	3298
394	618	3296
395	619	3293
396	621	3293
397	622	3287
398	623	3285
399	624	3280
400	625	3275
401	627	3272
402	628	3272
403	631	3275
404	632	3272
405	633	3269
406	635	3267
407	636	3264
408	638	3263
409	639	3261
410	642	3264
411	643	3263
412	646	3264
413	649	3272
414	651	3271
415	653	3271
416	654	3268
417	655	3265
418	656	3263
419	658	3260
420	659	3255
421	661	3255
422	663	3256
423	664	3251
424	665	3248
425	666	3245
426	667	3240
427	668	3236
428	669	3233
429	670	3230
430	672	3227
431	673	3223
432	673	3216
433	674	3212
434	676	3209
435	677	3205
436	678	3202
437	679	3198
438	680	3194
439	681	3190
440	682	3186
441	683	3183
442	684	3179
443	686	3176
444	687	3174
445	688	3170
446	689	3166
447	690	3161
448	691	3156
449	692	3154
450	693	3150
451	694	3146
452	695	3142
453	696	3136
454	696	3132
455	697	3128
456	698	3122
457	699	3119
458	702	3124
459	703	3121
460	704	3116
461	705	3112
462	706	3109
463	708	3106
464	709	3102
465	710	3099
466	711	3095
467	712	3093
468	713	3089
469	715	3088
470	716	3086
471	717	3082
472	718	3079
473	720	3077
474	721	3076
475	724	3078
476	726	3080
477	728	3080
478	729	3077
479	730	3075
480	731	3071
481	732	3068
482	733	3064
483	734	3061
484	736	3057
485	737	3057
486	738	3054
487	739	3049
488	740	3043
489	740	3038
490	741	3034
491	742	3030
492	743	3027
493	744	3024
494	746	3022
495	747	3020
496	748	3015
497	749	3012
498	750	3009
499	751	3006
500	752	3003
501	753	3000
502	755	2998
503	756	2995
504	757	2992
505	758	2988
506	759	2985
507	760	2983
508	762	2980
509	763	2977
510	764	2974
511	765	2970
512	766	2968
513	767	2966
514	768	2963
515	769	2960
516	770	2956
517	771	2953
518	773	2951
519	775	2954
520	777	2952
521	778	2949
522	779	2946
523	780	2943
524	781	2940
525	784	2942
526	785	2941
527	786	2937
528	788	2936
529	789	2933
530	790	2930
531	793	2933
532	793	2930
533	795	2927
534	796	2923
535	797	2921
536	798	2918
537	799	2914
538	800	2911
539	801	2908
540	802	2904
541	803	2901
542	804	2898
543	805	2896
544	806	2894
545	807	2891
546	808	2887
547	809	2885
548	811	2882
549	813	2883
550	814	2881
551	816	2879
552	817	2878
553	818	2875
554	819	2871
555	821	2870
556	822	2868
557	823	2866
558	824	2864
559	826	2861
560	827	2860
561	828	2858
562	830	2856
563	831	2852
564	831	2849
565	832	2846
566	833	2843
567	835	2840
568	835	2836
569	837	2834
570	838	2832
571	839	2829
572	840	2826
573	841	2823
574	842	2821
575	844	2819
576	845	2817
577	846	2815
578	847	2811
579	848	2808
580	849	2805
581	850	2802
582	851	2800
583	853	2798
584	854	2795
585	855	2793
586	856	2790
587	857	2788
588	858	2786
589	859	2783
590	860	2780
591	861	2777
592	862	2773
593	863	2770
594	864	2768
595	867	2769
596	868	2767
597	868	2763
598	869	2760
599	870	2757
600	871	2754
601	873	2753
602	873	2749
603	875	2746
604	876	2744
605	876	2740
606	878	2738
607	878	2734
608	879	2731
609	881	2729
610	882	2728
611	883	2725
612	884	2722
613	885	2720
614	887	2719
615	888	2716
616	889	2713
617	890	2710
618	891	2708
619	891	2704
620	892	2700
621	893	2698
622	894	2695
623	895	2691
624	895	2687
625	896	2684
626	897	2681
627	898	2679
628	899	2676
629	922	2739
630	924	2737
631	925	2734
632	926	2732
633	927	2729
634	928	2727
635	932	2733
636	934	2732
637	935	2730
638	939	2735
639	942	2739
640	944	2739
641	946	2738
642	948	2738
643	949	2737
644	951	2735
645	952	2735
646	963	2759
647	964	2757
648	965	2754
649	968	2757
650	972	2761
651	974	2760
652	976	2762
653	979	2763
654	982	2767
655	985	2771
656	988	2772
657	989	2770
658	990	2768
659	992	2765
660	994	2768
661	996	2766
662	997	2764
663	999	2763
664	1000	2761
665	1002	2759
666	1004	2759
667	1005	2757
668	1011	2768
669	1014	2772
670	1016	2771
671	1018	2769
672	1019	2766
673	1020	2765
674	1024	2771
675	1027	2773
676	1029	2773
677	1032	2775
678	1037	2781
679	1038	2779
680	1040	2778
681	1042	2778
682	1043	2776
683	1046	2778
684	1047	2776
685	1050	2778
686	1056	2788
687	1057	2785
688	1059	2784
689	1063	2789
690	1064	2788
691	1066	2786
692	1069	2789
693	1071	2789
694	1074	2789
695	1075	2787
696	1076	2785
697	1078	2784
698	1079	2781
699	1081	2780
700	1081	2776
701	1084	2777
702	1086	2776
703	1088	2777
704	1090	2775
705	1091	2772
706	1093	2772
707	1094	2769
708	1095	2766
709	1096	2763
710	1097	2761
711	1098	2758
712	1099	2755
713	1100	2752
714	1101	2749
715	1102	2746
716	1103	2744
717	1104	2740
718	1106	2740
719	1107	2737
720	1108	2734
721	1109	2731
722	1110	2728
723	1111	2725
724	1111	2721
725	1112	2718
726	1113	2714
727	1114	2711
728	1115	2709
729	1116	2706
730	1117	2703
731	1118	2701
732	1120	2700
733	1121	2699
734	1123	2697
735	1124	2695
736	1125	2692
737	1126	2689
738	1127	2686
739	1128	2684
740	1129	2682
741	1130	2678
742	1131	2675
743	1132	2673
744	1133	2671
745	1135	2669
746	1136	2666
747	1137	2664
748	1138	2661
749	1139	2658
750	1140	2656
751	1141	2653
752	1142	2650
753	1143	2647
754	1144	2644
755	1145	2641
756	1146	2638
757	1147	2636
758	1148	2634
759	1149	2631
760	1150	2628
761	1151	2625
762	1152	2623
763	1153	2620
764	1154	2618
765	1155	2615
766	1156	2612
767	1157	2610
768	1158	2607
769	1159	2605
770	1160	2601
771	1161	2599
772	1162	2596
773	1163	2593
774	1163	2590
775	1164	2587
776	1166	2585
777	1167	2583
778	1168	2581
779	1169	2578
780	1170	2576
781	1171	2573
782	1172	2571
783	1173	2567
784	1174	2565
785	1175	2563
786	1176	2560
787	1178	2559
788	1179	2557
789	1180	2555
790	1181	2552
791	1182	2550
792	1183	2547
793	1184	2545
794	1185	2542
795	1186	2540
796	1187	2538
797	1189	2536
798	1190	2533
799	1191	2531
800	1192	2529
801	1193	2526
802	1194	2524
803	1195	2521
804	1196	2519
805	1197	2517
806	1198	2514
807	1199	2512
808	1200	2509
809	1201	2507
810	1202	2504
811	1203	2501
812	1204	2499
813	1205	2496
814	1206	2494
815	1207	2492
816	1208	2489
817	1209	2486
818	1210	2483
819	1211	2481
820	1212	2478
821	1213	2476
822	1214	2474
823	1215	2472
824	1216	2469
825	1217	2467
826	1218	2464
827	1219	2462
828	1220	2460
829	1221	2457
830	1222	2455
831	1223	2452
832	1224	2450
833	1225	2448
834	1226	2446
835	1227	2443
836	1228	2441
837	1229	2439
838	1230	2435
839	1231	2432
840	1232	2431
841	1233	2429
842	1234	2427
843	1235	2424
844	1236	2422
845	1237	2420
846	1238	2417
847	1239	2415
848	1240	2412
849	1241	2410
850	1242	2407
851	1243	2406
852	1245	2404
853	1246	2402
854	1247	2400
855	1248	2398
856	1271	2438
857	1273	2436
858	1274	2433
859	1275	2431
860	1276	2429
861	1277	2426
862	1278	2426
863	1280	2425
864	1282	2424
865	1284	2424
866	1287	2424
867	1287	2421
868	1288	2418
869	1290	2417
870	1291	2415
871	1292	2413
872	1293	2411
873	1295	2409
874	1296	2407
875	1297	2405
876	1298	2403
877	1311	2422
878	1313	2422
879	1317	2425
880	1320	2426
881	1322	2425
882	1328	2432
883	1330	2432
884	1332	2431
885	1335	2432
886	1337	2432
887	1339	2431
888	1340	2429
889	1341	2426
890	1342	2424
891	1343	2422
892	1344	2420
893	1345	2417
894	1347	2417
895	1348	2414
896	1350	2412
897	1351	2410
898	1352	2408
899	1353	2406
900	1354	2404
901	1356	2402
902	1357	2400
903	1358	2398
904	1359	2396
905	1361	2395
906	1362	2392
907	1363	2390
908	1364	2388
909	1365	2385
910	1365	2382
911	1366	2380
912	1367	2377
913	1368	2374
914	1369	2372
915	1370	2370
916	1371	2368
917	1372	2365
918	1374	2364
919	1377	2366
920	1383	2371
921	1385	2370
922	1386	2368
923	1387	2366
924	1388	2365
925	1391	2364
926	1392	2363
927	1394	2361
928	1395	2359
929	1400	2365
930	1402	2363
931	1404	2363
932	1405	2360
933	1407	2359
934	1408	2358
935	1410	2356
936	1411	2354
937	1413	2353
938	1414	2351
939	1417	2351
940	1418	2349
941	1419	2348
942	1421	2346
943	1423	2345
944	1424	2343
945	1426	2343
946	1427	2341
947	1429	2339
948	1430	2337
949	1431	2336
950	1435	2337
951	1436	2336
952	1437	2333
953	1438	2331
954	1440	2330
955	1441	2328
956	1442	2326
957	1444	2324
958	1445	2321
959	1446	2319
960	1446	2316
961	1447	2314
962	1448	2311
963	1450	2310
964	1451	2308
965	1452	2306
966	1453	2303
967	1454	2301
968	1455	2299
969	1456	2297
970	1457	2294
971	1458	2292
972	1459	2290
973	1460	2288
974	1461	2285
975	1462	2283
976	1463	2281
977	1464	2279
978	1465	2276
979	1466	2274
980	1468	2273
981	1469	2270
982	1470	2268
983	1471	2266
984	1472	2264
985	1473	2262
986	1474	2260
987	1475	2257
988	1476	2255
989	1477	2253
990	1478	2251
991	1479	2249
992	1480	2247
993	1484	2248
994	1486	2248
995	1488	2247
996	1489	2246
997	1491	2244
998	1493	2243
999	1493	2240
1000	1495	2239
1001	1496	2237
1002	1497	2234
1003	1498	2232
1004	1499	2230
1005	1500	2228
1006	1501	2226
1007	1502	2224
1008	1504	2222
1009	1505	2220
1010	1506	2218
1011	1507	2216
1012	1508	2214
1013	1509	2211
1014	1509	2209
1015	1510	2206
1016	1511	2204
1017	1512	2202
1018	1513	2200
1019	1514	2198
1020	1516	2196
1021	1516	2193
1022	1517	2191
1023	1518	2189
1024	1519	2187
1025	1521	2185
1026	1522	2183
1027	1523	2181
1028	1524	2179
1029	1525	2177
1030	1527	2176
1031	1528	2174
1032	1530	2173
1033	1531	2171
1034	1533	2170
1035	1535	2169
1036	1538	2169
1037	1539	2168
1038	1540	2166
1039	1541	2164
1040	1542	2161
1041	1543	2159
1042	1544	2157
1043	1545	2155
1044	1546	2152
1045	1547	2151
1046	1549	2149
1047	1550	2148
1048	1551	2146
1049	1553	2144
1050	1554	2143
1051	1557	2143
1052	1558	2141
1053	1559	2139
1054	1560	2136
1055	1561	2134
1056	1562	2132
1057	1563	2130
1058	1563	2127
1059	1564	2125
1060	1565	2123
1061	1566	2121
1062	1567	2119
1063	1568	2117
1064	1570	2115
1065	1571	2113
1066	1572	2111
1067	1573	2109
1068	1574	2107
1069	1575	2105
1070	1576	2103
1071	1577	2101
1072	1578	2099
1073	1579	2097
1074	1580	2095
1075	1581	2093
1076	1583	2092
1077	1584	2090
1078	1587	2090
1079	1588	2088
1080	1589	2087
1081	1591	2085
1082	1592	2083
1083	1593	2081
1084	1594	2079
1085	1595	2077
1086	1596	2074
1087	1597	2072
1088	1598	2070
1089	1599	2068
1090	1599	2066
1091	1600	2063
1092	1601	2062
1093	1602	2060
1094	1603	2058
1095	1604	2055
1096	1605	2053
1097	1607	2051
1098	1608	2049
1099	1609	2048
1100	1610	2046
1101	1611	2044
1102	1612	2042
1103	1614	2040
1104	1615	2038
1105	1615	2036
1106	1616	2034
1107	1617	2032
1108	1618	2030
1109	1619	2028
1110	1620	2026
1111	1621	2023
1112	1622	2021
1113	1623	2019
1114	1624	2017
1115	1625	2015
1116	1627	2014
1117	1628	2012
1118	1629	2010
1119	1630	2008
1120	1631	2006
1121	1632	2004
1122	1633	2002
1123	1634	2000
1124	1635	1998
1125	1636	1996
1126	1637	1994
1127	1638	1993
1128	1639	1991
1129	1640	1989
1130	1641	1986
1131	1642	1984
1132	1643	1982
1133	1644	1980
1134	1645	1979
1135	1646	1977
1136	1647	1975
1137	1648	1973
1138	1649	1971
1139	1650	1969
1140	1651	1967
1141	1652	1965
1142	1653	1963
1143	1655	1961
1144	1656	1959
1145	1657	1957
1146	1658	1955
1147	1659	1954
1148	1660	1952
1149	1660	1949
1150	1661	1947
1151	1662	1945
1152	1663	1943
1153	1664	1941
1154	1665	1939
1155	1666	1937
1156	1667	1935
1157	1668	1933
1158	1669	1931
1159	1670	1929
1160	1671	1927
1161	1672	1925
1162	1673	1923
1163	1674	1921
1164	1675	1919
1165	1676	1917
1166	1677	1916
1167	1678	1914
1168	1679	1912
1169	1680	1910
1170	1681	1908
1171	1682	1906
1172	1684	1905
1173	1685	1903
1174	1685	1900
1175	1686	1898
1176	1687	1897
1177	1688	1895
1178	1689	1893
1179	1691	1891
1180	1692	1889
1181	1693	1887
1182	1693	1885
1183	1694	1883
1184	1695	1881
1185	1696	1880
1186	1697	1878
1187	1698	1876
1188	1699	1874
1189	1700	1872
1190	1701	1870
1191	1702	1868
1192	1703	1866
1193	1704	1864
1194	1705	1862
1195	1706	1860
1196	1707	1858
1197	1708	1857
1198	1709	1855
1199	1710	1853
1200	1711	1851
1201	1712	1849
1202	1713	1847
1203	1715	1846
1204	1717	1845
1205	1717	1843
1206	1719	1841
1207	1720	1840
1208	1721	1838
1209	1722	1836
1210	1723	1834
1211	1723	1832
1212	1724	1830
1213	1726	1828
1214	1727	1826
1215	1728	1824
1216	1729	1823
1217	1730	1821
1218	1730	1818
1219	1731	1817
1220	1733	1816
1221	1735	1815
1222	1736	1813
1223	1738	1812
1224	1739	1810
1225	1740	1808
1226	1741	1806
1227	1742	1804
1228	1743	1802
1229	1744	1801
1230	1745	1799
1231	1746	1797
1232	1747	1795
1233	1748	1793
1234	1749	1792
1235	1750	1790
1236	1752	1788
1237	1752	1786
1238	1753	1785
1239	1755	1783
1240	1756	1781
1241	1757	1779
1242	1758	1778
1243	1759	1776
1244	1760	1774
1245	1761	1772
1246	1762	1771
1247	1763	1769
1248	1764	1767
1249	1765	1765
1250	1766	1763
1251	1767	1761
1252	1768	1759
1253	1770	1759
1254	1771	1757
1255	1772	1755
1256	1773	1753
1257	1774	1751
1258	1775	1750
1259	1776	1748
1260	1777	1746
1261	1778	1744
1262	1779	1743
1263	1780	1741
1264	1781	1739
1265	1782	1737
1266	1783	1736
1267	1784	1734
1268	1785	1732
1269	1787	1730
1270	1788	1729
1271	1789	1727
1272	1790	1725
1273	1791	1723
1274	1792	1722
1275	1793	1720
1276	1795	1719
1277	1797	1718
1278	1798	1717
1279	1799	1715
1280	1800	1713
1281	1802	1712
1282	1803	1710
1283	1805	1710
1284	1807	1708
1285	1808	1707
1286	1809	1705
1287	1810	1703
1288	1811	1701
1289	1812	1699
1290	1813	1697
1291	1813	1696
1292	1815	1695
1293	1817	1693
1294	1817	1691
1295	1818	1689
1296	1819	1687
1297	1820	1686
1298	1821	1684
1299	1823	1683
1300	1824	1681
1301	1826	1680
1302	1840	1690
1303	1872	1717
1304	1874	1716
1305	1875	1714
1306	1876	1713
1307	1877	1711
1308	1879	1709
1309	1880	1708
1310	1881	1705
1311	1882	1704
1312	1883	1702
1313	1888	1704
1314	1890	1703
1315	1891	1701
1316	1893	1701
1317	1898	1702
1318	1901	1702
1319	1903	1701
1320	1904	1699
1321	1905	1697
1322	1906	1696
1323	1908	1695
1324	1910	1693
1325	1914	1695
1326	1916	1693
1327	1917	1692
1328	1921	1693
1329	1922	1691
1330	1924	1690
1331	1926	1689
1332	1927	1687
1333	1928	1685
1334	1929	1683
1335	1930	1682
1336	1931	1680
1337	1932	1678
1338	1934	1676
1339	1936	1675
1340	1937	1674
1341	1939	1673
1342	1940	1671
1343	1941	1669
1344	1942	1667
1345	1943	1665
1346	1943	1663
1347	1944	1661
1348	1945	1660
1349	1947	1658
1350	1948	1656
1351	1949	1655
1352	1950	1653
1353	1951	1651
1354	1952	1649
1355	1953	1647
1356	1954	1646
1357	1955	1644
1358	1956	1643
1359	1957	1640
1360	1958	1639
1361	1959	1637
1362	1960	1635
1363	1961	1633
1364	1962	1632
1365	1963	1630
1366	1965	1628
1367	1966	1626
1368	1967	1625
1369	1968	1623
1370	1969	1621
1371	1970	1619
1372	1971	1617
1373	1972	1616
1374	1973	1614
1375	1974	1612
1376	1974	1610
1377	1975	1608
1378	1976	1607
1379	1977	1605
1380	1978	1603
1381	1979	1601
1382	1980	1599
1383	1981	1597
1384	1982	1595
1385	1983	1594
1386	1984	1592
1387	1985	1590
1388	1986	1589
1389	1987	1587
1390	1988	1585
1391	1989	1583
1392	1990	1582
1393	1992	1580
1394	1993	1578
1395	1994	1576
1396	1995	1575
1397	1997	1574
1398	1998	1572
1399	1999	1571
1400	2000	1569
1401	2002	1568
1402	2003	1566
1403	2004	1564
1404	2005	1562
1405	2006	1561
1406	2007	1559
1407	2008	1557
1408	2009	1556
1409	2010	1554
1410	2012	1553
1411	2013	1551
1412	2014	1549
1413	2016	1548
1414	2017	1547
1415	2019	1546
1416	2021	1544
1417	2022	1543
1418	2023	1541
1419	2024	1539
1420	2025	1538
1421	2027	1536
1422	2028	1535
1423	2029	1533
1424	2030	1531
1425	2031	1529
1426	2032	1528
1427	2033	1526
1428	2034	1524
1429	2035	1522
1430	2036	1521
1431	2037	1519
1432	2038	1518
1433	2040	1516
1434	2041	1514
1435	2041	1512
1436	2042	1510
1437	2043	1509
1438	2045	1507
1439	2046	1506
1440	2047	1504
1441	2048	1502
1442	2049	1501
1443	2050	1499
1444	2051	1497
1445	2052	1495
1446	2053	1494
1447	2054	1492
1448	2055	1490
1449	2056	1489
1450	2057	1487
1451	2058	1485
1452	2059	1484
1453	2060	1482
1454	2061	1480
1455	2063	1479
1456	2064	1477
1457	2065	1476
1458	2066	1474
1459	2067	1472
1460	2068	1471
1461	2069	1469
1462	2070	1467
1463	2071	1465
1464	2072	1464
1465	2073	1462
1466	2074	1461
1467	2075	1459
1468	2076	1457
1469	2077	1455
1470	2078	1454
1471	2079	1452
1472	2080	1450
1473	2082	1449
1474	2083	1447
1475	2083	1445
1476	2084	1443
1477	2085	1442
1478	2086	1440
1479	2087	1438
1480	2088	1437
1481	2089	1435
1482	2090	1433
1483	2092	1432
1484	2093	1430
1485	2094	1428
1486	2095	1427
1487	2096	1425
1488	2097	1423
1489	2098	1422
1490	2099	1420
1491	2100	1419
1492	2101	1417
1493	2102	1415
1494	2103	1414
1495	2104	1412
1496	2105	1410
1497	2106	1409
1498	2107	1407
1499	2108	1405
1500	2110	1404
1501	2111	1402
1502	2112	1401
1503	2114	1400
1504	2115	1398
1505	2116	1396
1506	2117	1395
1507	2118	1393
1508	2119	1392
1509	2120	1390
1510	2121	1388
1511	2123	1387
1512	2124	1385
1513	2125	1383
1514	2126	1382
1515	2127	1380
1516	2128	1379
1517	2129	1377
1518	2130	1375
1519	2131	1374
1520	2132	1372
1521	2133	1370
1522	2134	1369
1523	2135	1367
1524	2136	1366
1525	2137	1364
1526	2138	1362
1527	2139	1361
1528	2140	1359
1529	2141	1357
1530	2142	1355
1531	2143	1354
1532	2144	1352
1533	2145	1350
1534	2146	1349
1535	2147	1347
1536	2148	1345
1537	2149	1344
1538	2149	1342
1539	2150	1340
1540	2151	1339
1541	2152	1337
1542	2153	1335
1543	2155	1334
1544	2156	1332
1545	2157	1331
1546	2158	1329
1547	2159	1327
1548	2160	1326
1549	2161	1324
1550	2162	1323
1551	2163	1321
1552	2164	1320
1553	2165	1318
1554	2167	1316
1555	2167	1315
1556	2168	1313
1557	2169	1311
1558	2170	1310
1559	2172	1308
1560	2173	1307
1561	2174	1305
1562	2176	1304
1563	2178	1303
1564	2179	1301
1565	2180	1300
1566	2181	1298
1567	2182	1297
1568	2183	1295
1569	2184	1294
1570	2185	1292
1571	2186	1290
1572	2187	1289
1573	2188	1287
1574	2190	1286
1575	2191	1284
1576	2192	1283
1577	2193	1281
1578	2194	1279
1579	2195	1278
1580	2196	1276
1581	2197	1275
1582	2198	1273
1583	2199	1272
1584	2200	1270
1585	2201	1268
1586	2202	1267
1587	2203	1265
1588	2204	1264
1589	2205	1262
1590	2206	1260
1591	2207	1259
1592	2209	1257
1593	2210	1256
1594	2211	1254
1595	2212	1253
1596	2213	1251
1597	2214	1249
1598	2215	1248
1599	2216	1246
1600	2217	1244
1601	2218	1243
1602	2219	1241
1603	2220	1240
1604	2221	1238
1605	2222	1237
1606	2223	1235
1607	2224	1233
1608	2225	1232
1609	2226	1230
1610	2228	1229
1611	2228	1227
1612	2229	1226
1613	2230	1224
1614	2231	1222
1615	2232	1221
1616	2233	1219
1617	2234	1217
1618	2235	1216
1619	2236	1214
1620	2237	1213
1621	2237	1211
1622	2238	1209
1623	2239	1208
1624	2240	1206
1625	2241	1204
1626	2242	1203
1627	2243	1201
1628	2245	1200
1629	2246	1198
1630	2247	1197
1631	2248	1195
1632	2249	1194
1633	2250	1192
1634	2250	1190
1635	2251	1189
1636	2253	1187
1637	2255	1186
1638	2257	1185
1639	2258	1184
1640	2260	1183
1641	2263	1182
1642	2264	1181
1643	2266	1180
1644	2267	1178
1645	2269	1177
1646	2270	1175
1647	2271	1174
1648	2274	1173
1649	2274	1171
1650	2276	1170
1651	2277	1169
1652	2279	1167
1653	2281	1167
1654	2282	1165
1655	2284	1164
1656	2285	1162
1657	2287	1161
1658	2288	1160
1659	2289	1158
1660	2290	1157
1661	2293	1156
1662	2294	1154
1663	2295	1153
1664	2297	1152
1665	2301	1151
1666	2301	1150
1667	2302	1148
1668	2304	1147
1669	2305	1145
1670	2306	1144
1671	2308	1143
1672	2309	1141
1673	2311	1140
1674	2312	1139
1675	2313	1137
1676	2314	1135
1677	2315	1134
1678	2316	1132
1679	2317	1131
1680	2318	1129
1681	2319	1127
1682	2320	1126
1683	2321	1124
1684	2322	1123
1685	2323	1121
1686	2324	1120
1687	2325	1118
1688	2326	1117
1689	2327	1115
1690	2328	1114
1691	2329	1112
1692	2330	1111
1693	2331	1109
1694	2332	1107
1695	2333	1106
1696	2334	1104
1697	2335	1103
1698	2336	1101
1699	2337	1100
1700	2339	1098
1701	2340	1097
1702	2341	1095
1703	2342	1094
1704	2343	1092
1705	2343	1090
1706	2344	1089
1707	2346	1087
1708	2347	1086
1709	2348	1084
1710	2349	1083
1711	2350	1081
1712	2351	1080
1713	2352	1078
1714	2353	1077
1715	2354	1075
1716	2355	1074
1717	2356	1072
1718	2357	1071
1719	2358	1069
1720	2359	1068
1721	2361	1066
1722	2362	1065
1723	2364	1064
1724	2365	1062
1725	2366	1061
1726	2367	1059
1727	2368	1058
1728	2369	1056
1729	2370	1054
1730	2371	1053
1731	2372	1052
1732	2373	1050
1733	2374	1049
1734	2376	1047
1735	2377	1046
1736	2378	1044
